,Unnamed: 0.1,Unnamed: 0,Зарын гарчиг,Нийт үнэ 0,Огноо,Цаг,Зарын дугаар,Утасны дугаар,Өрөө,Дүүрэгт байршил,Тайлбар,url,Шал:,Тагт:,Ашиглалтад орсон огноо,Гараж:,Цонх:,Барилгын давхар,Хаалга:,М2 0,Байрны давхар,Лизингээр авах боломж,Цонхны тоо,Барилгын явц:,ad_page,ad_order,Код:,Байршил 2,mylocation,Хотхоны ID,Хотхоны нэр,Дэд байршил,Lat,Long,Дүүрэг,Байршил,Хороо,Нийт үнэ,М2,М2 үнэ
1012,1012,28,"Бзд , өгөөмөр хотхон-д 91.91мкв мастертай 3 өрөө","200 сая ₮
үнэ тохирно",2024-03-11,16:33,8034533,,3 өрөө,"УБ — Баянзүрх, Өгөөмөр захын зүүн","
БЗД , Өгөөмөр хотхон-д 91.91мкв мастертай 3 өрөө байр худалдана.

📍Байршил : БЗД 14хороо , Өгөөмөр захын хойно байрлалтай.

9/9давхарт | 91.91мкв
Мастертай 3 өрөө
М.кв үнэ : 2.176.000₮

📃Гэрчилгээ бэлэн | Бэлэн төлөлт болон банкаар авах боломжтой .",https://www.unegui.mn/adv/8034533_bzd-ogoomor-khotkhon-d-91-91mkv-mastertai-3-oroo/,Паркет,2 тагттай,2016,Байхгүй,Вакум,9,Төмөр,91.91 м²,9,Лизинггүй,4,Ашиглалтад орсон,8.0,29.0,,,Өгөөмөр,,,,,,Баянзүрх,Өгөөмөр захын зүүн,,200.0,91.91,2.1760417800021763
1013,1013,29,13-horoolold 84 surguuliin hajuud gal togoo tusdaa 3 uruu bair,"195 сая ₮
үнэ тохирно",2024-03-11,16:33,8112184,,3 өрөө,"УБ — Баянзүрх, 13-р хороолол","
13 -r horoololiin 84 -r surguuliin hajuud huuchin ugsarmaliin gal togoo dusdaa 3n uruu bair zarna suurguuli tsetserleg buh yumtaagaa oirhon",https://www.unegui.mn/adv/8112184_13-horoolold-84-surguuliin-hajuud-gal-togoo-tusdaa-3-uruu-bair-zarna/,Паркет,2 тагттай,1989,Байхгүй,Мод,9,Бүргэд,40.0 м²,8,Банкны лизингтэй,4,Ашиглалтад орсон,8.0,30.0,,,13-р хороолол,,,,,,Баянзүрх,13-р хороолол,,195.0,40.0,4.875
1014,1014,24,Marta green lake 2өрөө байр 39.03м2,"3.5 сая ₮
үнэ тохирно",2024-03-11,16:34,7893475,,2 өрөө,"УБ — Сүхбаатар, Дөлгөөн нуур","
""MARTA GREEN LAKE"" хотхонд 2 байрууд худалдана.

СБД 11-хороо байрлалтай. Ногоон нуур болон 32-ын тойрог явах замд. Шинээр ашиглалтанд орж буй 3 блок 360 айлын хотхон. Ашиглалтанд орж байгаа ЭХНИЙ БЛОК 4-өөс 12давхрын сонголттой.

39.03 мкв 2өрөө

Төлбөрийн нөхцөл:
✅️Бэлэн төлөлтөөр.
✅️Банкний энгийн орон сууцны зээл.
✅️Хувь лизинг хийх боломжтой.",https://www.unegui.mn/adv/7893475_marta-green-lake/,Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр,39.03 м²,4,Банкны лизингтэй,3,Ашиглалтад ороогүй,8.0,25.0,,,Дөлгөөн нуур,,,,,,Сүхбаатар,Дөлгөөн нуур,,3.5,39.03,0.08967460927491673
1015,1015,25,Marta green lake 2өрөө байр 46.6м2,"3.5 сая ₮
үнэ тохирно",2024-03-11,16:34,7894024,,2 өрөө,"УБ — Сүхбаатар, Дөлгөөн нуур","
""MARTA GREEN LAKE"" хотхонд 2 болон 3 өрөө байрууд зарна.

СБД 11-хороо байрлалтай. Ногоон нуур болон 32-ын тойрог явах замд. Шинээр ашиглалтанд орж буй 3 блок 360 айлын хотхон. Ашиглалтанд орж байгаа ЭХНИЙ БЛОК 4-өөс 12давхрын сонголттой.

📍46.6 мкв 2өрөө

Төлбөрийн нөхцөл:
✅️Бэлэн төлөлтөөр.
✅️Банкний энгийн орон сууцны зээл.
✅️Хувь лизинг хийх боломжтой.",https://www.unegui.mn/adv/7894024_marta-green-lake/,Паркет,1 тагттай,2023,Байгаа,Вакум,12,Төмөр,46.6 м²,4,Хувь лизингтэй,2,Ашиглалтад ороогүй,8.0,26.0,,,Дөлгөөн нуур,,,,,,Сүхбаатар,Дөлгөөн нуур,,3.5,46.6,0.07510729613733905
1016,1016,26,Koyo town 3 өрөө орон сууц 63.46m2,"222.11 сая ₮
үнэ тохирно",2024-03-11,16:34,8029745,,3 өрөө,"УБ — Баянгол, Баянгол, Хороо 23","
📌Баянгол дүүрэг 24-р хороо, Алтай хотхоны бауун талд байрлалтай.
📌Хойшоо харсан 3н цонхтой.
📌Хүн амьдраагүй.
📌Гэрчилгээ бэлэн. Банкны зээлээр орох боломжтой.",https://www.unegui.mn/adv/8029745_koyo-town-3-oroo-oron-suuts/,Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр,63.46 м²,16,Лизинггүй,3,Ашиглалтад орсон,8.0,27.0,,,Модны 2,,,,,,Баянгол,Хороо 23,23,222.11,63.46,3.5
1017,1017,27,Модны 2-н зам дагуу 90.31мкв 3 өрөө орон сууц,250 сая ₮,2024-03-11,16:34,7721021,,3 өрөө,"УБ — Баянгол, Баянгол, Хороо 8","
БГД 8хороо Модны 2-н зам дагуу 90.31мкв талбайтай 3 өрөө орон сууц худалдана.
-10/3 давхарт
-Гэрчилгээ бэлэн
-Урагш болон баруун харсан харууцтай
Үнэ: 1мкв-2,768,242 | Нийт-250,000,000",https://www.unegui.mn/adv/7721021_modny-2-n-zam-daguu-90-31mkv-talbaitai-3-oroo-oron-suuts-khudaldana-88024141/,Паркет,1 тагттай,2010,Байхгүй,Вакум,10,Бүргэд,90.31 м²,3,Банкны лизингтэй,4,Ашиглалтад орсон,8.0,28.0,,,"3, 4 хороолол",,,,,,Баянгол,Хороо 8,8,250.0,90.31,2.7682427195216475
1018,1018,23,Худ яармаг шинэ өргөө хотхонд 2 өрөө байр 52мкв,134 сая ₮,2024-03-11,16:35,8060965,,2 өрөө,"УБ — Хан-Уул, Яармаг",,https://www.unegui.mn/adv/8060965_khud-iaarmag-shine-orgoo-khotkhond-2-oroo-khudaldana/,Паркет,1 тагттай,2018,Байхгүй,Вакум,5,Бүргэд,52.86 м²,3,Лизинггүй,3,Ашиглалтад орсон,8.0,24.0,,,Яармаг,,,,,,Хан-Уул,Яармаг,,134.0,52.86,2.534998108210367
1019,1019,21,Яармагт хотын шинэ захиргааны ард 1 өрөө 38м2 байр,120 сая ₮,2024-03-11,16:36,8033849,,1 өрөө,"УБ — Хан-Уул, Яармаг",,https://www.unegui.mn/adv/8033849_iaarmagt-khotyn-shine-zakhirgaany-chankh/,Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,38.0 м²,4,Лизинггүй,2,Ашиглалтад орсон,8.0,22.0,,,Яармаг,,,,,,Хан-Уул,Яармаг,,120.0,38.0,3.1578947368421053
1020,1020,22,Офицерт 1 өрөө байр автозогсоолын хамт,105 сая ₮,2024-03-11,16:36,8112031,,1 өрөө,"УБ — Баянзүрх, Офицер",,https://www.unegui.mn/adv/8112031_ofitsert-1-oroo-bair-dulaan-avtozogsoolyn-khamt/,Паркет,1 тагттай,2015,Байгаа,Вакум,12,Бүргэд,27.0 м²,3,Банкны лизингтэй,1,Ашиглалтад орсон,8.0,23.0,,,Офицер,,,,,,Баянзүрх,Офицер,,105.0,27.0,3.888888888888889
1021,1021,20,"Мишээл экспо, river view хотхонд 76.46мкв 3 өрөө байр",275 сая ₮,2024-03-11,16:38,8112257,,3 өрөө,"УБ — Хан-Уул, Мишээл","
Мишээл экспо, River view хотхонд 76.46 мкв 3 өрөө байр зарна.
-Зүүн болон хойшоо харсан цонхтой.",https://www.unegui.mn/adv/8112257_misheel-ekspo-river-view-khotkhond-76-46mkv-3-oroo-bair/,Паркет,1 тагттай,2023,Байхгүй,Вакум,12,Төмөр вакум,76.46 м²,6,Лизинггүй,3,Ашиглалтад орсон,8.0,21.0,,,Мишээл,,,,,,Хан-Уул,Мишээл,,275.0,76.46,3.5966518441014914
1022,1022,7,Нарны хороололд 105м2 3 өрөө байр,"3.75 сая ₮
үнэ тохирно",2024-03-11,16:39,8112113,,3 өрөө,"УБ — Баянгол, Нарны хороолол","
105,6 м2 байр зарах буюу нарны хороололдоо жижиг байр ороцуулж авч болно. Урагшаа харсан 3 цонхтой богд уул бүтэн харагдана . 2 нойлтой",https://www.unegui.mn/adv/8112113_narny-khoroolold-bair-zarna/,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,105.6 м²,11,Лизинггүй,4,Ашиглалтад орсон,1.0,8.0,,,Нарны хороолол,,,,,,Баянгол,Нарны хороолол,,3.75,105.6,0.03551136363636364
1023,1023,19,21 хороололд 43м2 2 өрөө байр,109 сая ₮,2024-03-11,16:40,8112275,,2 өрөө,"УБ — Сонгинохайрхан, 21-р хороолол","
21 дүгээр хороололд сургууль цэцэг үйлчилгээний төв болон автобусныхаа буудалтай ойрхон 2 өрөө байр худалдана. Гэрчилгээ бэлэн.",https://www.unegui.mn/adv/8112275_khudalpana/,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,43.0 м²,11,Лизинггүй,3,Ашиглалтад орсон,8.0,20.0,,,21-р хороолол,,,,,,Сонгинохайрхан,21-р хороолол,,109.0,43.0,2.5348837209302326
1024,1024,18,"Модны 2, түндэмүний ард 49 мкв 2 өрөө байр",165 сая ₮,2024-03-11,16:43,8112288,,2 өрөө,"УБ — Баянгол, Баянгол, Хороо 17","
Модны 2, Түндэмүний ард 49мкв 2 өрөө байр зарна.
-Зүүн харсан цонхтой.",https://www.unegui.mn/adv/8112288_modny-2-tundemunii-ard-49-mkv-2-oroo-bair/,Паркет,1 тагттай,2012,Байхгүй,Вакум,13,Бүргэд,49.0 м²,5,Лизинггүй,2,Ашиглалтад орсон,8.0,19.0,,,Модны 2,,,,,,Баянгол,Хороо 17,17,165.0,49.0,3.36734693877551
1025,1025,16,Бгд-н нарны хорооллын урд parko riviara хотхонд 108мкв 𝟒 өрөө байр,552.84 сая ₮,2024-03-11,16:44,7966591,,4 өрөө,"УБ — Баянгол, Нарны хороолол","
БГД-н Нарны хорооллын урд 𝐏𝐚𝐫𝐤𝐨 𝐑𝐞𝐯𝐢𝐞𝐫𝐚 хотхонд 𝟏𝟎𝟖,𝟒𝐦𝟐 𝟒 өрөө байр худалдана
📌Үнэ:𝟏мкв: 𝟓,𝟏𝟎𝟎,𝟎𝟎𝟎|Нийт:𝟓𝟓𝟐.𝟖𝟒𝟎.𝟎𝟎𝟎
▪️𝟏𝟔/𝟔давхарт
▪️Гэрчилгээ бэлэн ашиглалтанд орсон
▪️Урагшаа харсан харууцтай",https://www.unegui.mn/adv/7966591_bgd-n-narny-khoroollyn-urd-parko-reviera-khotkhond-108-4m2-4-oroo-bair-khudaldana/,Паркет,Тагтгүй,2024,Байхгүй,Вакум,16,Бүргэд,108.4 м²,6,Банкны лизингтэй,4,Ашиглалтад орсон,8.0,17.0,,,Нарны хороолол,,,,,,Баянгол,Нарны хороолол,,552.84,108.4,5.1
1026,1026,17,25-р эмийн санд 80мкв 3 өрөө,215 сая ₮,2024-03-11,16:44,7976221,,3 өрөө,"УБ — Баянгол, 25-р эмийн сан","
🏩 БГД, 25-р эмийн сангийн автобусны буудлынхаа чанх ард 51 дүгээр сургуулийн яг хажууд орон сууц болон үйлчилгээний чиглэлээр ашиглаж болох 3 өрөө байр
✅️ М²-г нь ипотикт тооцож 80м² гэж тооцон гэрчилгээнд оруулсан
✅️ Бодит м² нь 90м² саруулхан байр
✅️ Хувь лизингтэй
✅️ Банкны зээл нь бүтсэн хүмүүс, бэлэн төлөлт зэрэгт зарж борлуулах боломжтой, бартер сонирхохгүй
✅️ Байршлын хувьд цаашдаа үнэ өсөх боломжтой.",https://www.unegui.mn/adv/7976221_25-r-emiin-sand-80mkv-3-oroo/,Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Бүргэд,80.0 м²,1,Лизинггүй,4,Ашиглалтад орсон,8.0,18.0,,,25-р эмийн сан,,,,,,Баянгол,25-р эмийн сан,,215.0,80.0,2.6875
1027,1027,15,"Сбд, хангай хотхоны хойно 72.95м2 3 өрөө байр",195 сая ₮,2024-03-11,16:45,8059600,,3 өрөө,"УБ — Сүхбаатар, 5-р хороолол","
Сбд, Хангай хотхоны хойно 2022онд ашиглалтанд орсон New sky residence 921 байранд 72.95м2 3өрөө байр зарна.
- Зүүн болон урагшаа харсан цонхтой.",https://www.unegui.mn/adv/8059600_sbd-khangai-khotkhony-khoino-72-95m2-3-oroo-bair/,Паркет,1 тагттай,2022,Байхгүй,Вакум,12,Төмөр вакум,72.95 м²,3,Лизинггүй,4,Ашиглалтад орсон,8.0,16.0,,,Цирк,,,,,,Сүхбаатар,5-р хороолол,,195.0,72.95,2.673063742289239
1028,1028,13,Модны 2т бүрэн тавилгатай 3 өрөө 70м2 байр,"255 сая ₮
үнэ тохирно",2024-03-11,16:48,8076681,,3 өрөө,"УБ — Баянгол, Баянгол, Хороо 17","
Модны 2 тод өнгөтөй бичиг хэргийн дэлгүүртэй байранд бүрэн тавилгатай 70 м.кв 3 өрөө орон сууц худалдана.

- Баруун болон хойшоо харсан цонхтой
-Автобусны буудал үйлчилгээний төвүүдтэй ойрхон
- Иж бүрэн тавилга дагалдана.",https://www.unegui.mn/adv/8076681_modny-2t-buren-tavilgatai-3-oroo-70m2-bair/,Паркет,Тагтгүй,2011,Байхгүй,Вакум,9,Бүргэд,70.0 м²,7,Банкны лизингтэй,5,Ашиглалтад орсон,8.0,14.0,,,Модны 2,,,,,,Баянгол,Хороо 17,17,255.0,70.0,3.642857142857143
1029,1029,14,King tower 5-р ээлж 3 өрөө 114м2 орон сууц,"547 сая ₮
үнэ тохирно",2024-03-11,16:48,7914692,,3 өрөө,"УБ — Хан-Уул, King Tower","
⛳️ХУД 17-р хороо #King_tower 5-р ээлжинд сая ашиглалтанд орсон 114 мкв 3 өрөө орон сууц худалдана.
𝐊𝐢𝐧𝐠 𝐓𝐨𝐰𝐞𝐫 𝐀𝐩𝐚𝐫𝐭𝐦𝐞𝐧𝐭
Байгалийн гэрэл шууд тусахуйц шалнаас тааз хүрсэн цонх, орон зайн төлөвлөлт маш сайн 5-р ээлжийн
⚜️Баруун харсан цонхтой
⚜️Мастер унтлагын өрөө
⚜️2 ариун цэврийн өрөөтэй
🏡Таны үнэт цагийг хэмнэх хамгийн зөв байршил
🌎Дэлхийн шилдэг брэндүүдээр тоноглогдсон
🏊King Club фитнес, бассейн, спорт комплекс 1 давхарт
👩🎓ОУ-н Кембриджийн хөтөлбөртэй сургууль, цэцэрлэг
📌Хэрэгцээт худалдаа үйлчилгээ нэг дор төвлөрсөн
Үндэсний цэцэрлэгт хүрээлэнгийн баруун талд",https://www.unegui.mn/adv/7914692_king-tower-5-r-eelzh-ashiglaltand-orson-3-oroo-114m2-oron-suuts/,Паркет,1 тагттай,2023,Байхгүй,Модон вакум,16,Төмөр,114.5 м²,7,Банкны лизингтэй,5,Ашиглалтад орсон,8.0,15.0,,,Маршал,,,,,,Хан-Уул,King Tower,,547.0,114.5,4.777292576419214
1030,1030,10,Солонгос элчингийн баруун талд глобал таун 3 өрөө байр,475 сая ₮,2024-03-11,16:49,8112324,,3 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 3","
📍Global_Town B блокд 3 өрөө орон сууц худалдана.

✔️ 86.41 мкв 3 өрөө, мастертай
✔️22/12 давхарт, Урагшаа харууцтай
✔️ Ашиглалтанд орсон

✅Үнэ: мкв 5.500.000₮ Нийт үнэ: 475сая₮

Бэлэн болон банкны зээл:
Урьдчилгаа 20-30% төлөөд 20-н жилийн энгийн орон сууцны зээл гаргаж өгнө.

📍БАЙРШИЛ: Galaxy tower- ийн чанх урд , Romana residence Зүүн талд , Солонгос элчингийн баруун талд байрлалтай",https://www.unegui.mn/adv/8112324_solongos-elchingiin-baruun-tald-global-taun-3-oroo-bair-khudaldana/,Паркет,1 тагттай,2024,Байхгүй,Вакум,22,Бүргэд,86.41 м²,12,Лизинггүй,4,Ашиглалтад орсон,8.0,11.0,,,Зайсан хойно,,,,,,Хан-Уул,Хороо 3,3,475.0,86.41,5.497048952667516
1031,1031,11,Сонсголонд эльганс хотхонд 3 өрөө 63.39 м2 байр,"190 сая ₮
210 сая ₮ үнэ тохирно",2024-03-11,16:49,8047917,,3 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 16","
Сонсголонгийн Эльганс хотхон нь Туул голын хажууд цэвэр агаартай цонхны харагдац урагшаа болон баруун харсан маш дулаахан нар жаргаталаа тусна автомашины зогсоол сайтай саруулхан сайхан байр шууд орход бэлэн",https://www.unegui.mn/adv/8047917_sonsgolond-elgans-khotkhond-3-oroo-63-39-m2-shine-bair-zarna/,Паркет,1 тагттай,2023,Байхгүй,Вакум,12,Бүргэд,63.39 м²,5,Банкны лизингтэй,3,Ашиглалтад орсон,8.0,12.0,,,Маршал,,,,,,Хан-Уул,Хороо 16,16,190.0,63.39,2.9973181889887996
1032,1032,12,Сансарт 33-р сургуулийн хажууд гал тогоо тусдаа 3 өрөө байр 75м2,"215 сая ₮
240 сая ₮ үнэ тохирно",2024-03-11,16:49,8047812,,3 өрөө,"УБ — Баянзүрх, Сансар","
Сансарын улсын тэргүүний 33-р сургуулийн хажууд улсын цэцэрлэг сургуулиуд эргэн тойронд худалдаа үйлчилгээний төвүүдтэй үнэ хямд хотын төвдөө залуу гэр бүлүүдэд тохиромжтой",https://www.unegui.mn/adv/8047812_sansart-33-r-surguuliin-khazhuud-gal-togoo-tusdaa-3-oroo-bair-zarna/,Паркет,3+ тагттай,1989,Байхгүй,Вакум,12,Бүргэд,75.6 м²,6,Банкны лизингтэй,5,Ашиглалтад орсон,8.0,13.0,,,Сансар,,,,,,Баянзүрх,Сансар,,215.0,75.6,2.843915343915344
1033,1033,8,Encanto хотхонд 71.11мкв 3 өрөө,"319 сая ₮
үнэ тохирно",2024-03-11,16:51,8098014,,3 өрөө,"УБ — Хан-Уул, 19-р хороолол","
Лизингээр авах боломж: Лизинггүй
Гараж: Байхгүй
Тагт: Тагтгүй
Талбай: 71
Хаалга: Бүргэд
Цонх: Вакум
Шал: Паркет
Цонхны тоо: 2
Барилгын давхар: 14
Хэдэн давхарт: 6
Ашиглалтанд орсон он: 2018
Барилгын явц: Ашиглалтад орсон

хан уул emart хажууд encanto town2
71тэй 3 өрөө зарна.
-6 давхарт
-зүүн харсан цонхтой
-гэрчилгээ бэлэн
-2нойлтой 1 laundry өрөөтэй.",https://www.unegui.mn/adv/8098014_encanto-khotkhond-71-11mkv-3-oroo-zarna/,Паркет,Тагтгүй,2019,Байхгүй,Вакум,14,Бүргэд,71.11 м²,6,Лизинггүй,2,Ашиглалтад орсон,8.0,9.0,,,19-р хороолол,,,,,,Хан-Уул,19-р хороолол,,319.0,71.11,4.4860075938686546
1034,1034,9,King tower 61мкв 2 өрөө байр,"274 сая ₮
үнэ тохирно",2024-03-11,16:51,8039941,,2 өрөө,"УБ — Хан-Уул, King Tower","
KINGTOWER хотхонд 61.19-мкв 2-өрөө орон сууц худалдана
✅127 байр
✅ Мастертай унтлагын өрөөтэй
✅ Үнэ ярилцана ‼️
✅ Маш цэвэрхэн байр шүү
✅ 61.19-мкв 2-өрөө
✅ 16/13 давхарт
✅ Баруун харууцтай
✅ Шилэн тагттай
✅ Дулаан зогсоолтой
✅ Гэрчилгээ бэлэн",https://www.unegui.mn/adv/8039941_khud-marshalyn-guurnii-baruun-tald-king-tower-khotkhond-61-19-mkv-2-oroo-zarna/,Паркет,1 тагттай,2022,Байхгүй,Модон вакум,16,Бүргэд,61.19 м²,13,Лизинггүй,2,Ашиглалтад орсон,8.0,10.0,,,Маршал,,,,,,Хан-Уул,King Tower,,274.0,61.19,4.477855858800457
1035,1035,3,"Global town 4 uruu 147,24м2","5.5 сая ₮
үнэ тохирно",2024-03-11,16:53,8112287,,4 өрөө,"УБ — Хан-Уул, 120 мянгат",,https://www.unegui.mn/adv/8112287_global-town-4-uruu/,Ламинат,1 тагттай,2024,Байхгүй,Төмөр вакум,22,Бүргэд,147.24 м²,7,Банкны лизингтэй,7,Ашиглалтад ороогүй,2.0,4.0,,,120 мянгат,,,,,,Хан-Уул,120 мянгат,,5.5,147.24,0.037353979896767184
1036,1036,3,Худ яармагийн 3 буудал хан вилла апартмент-д 39 мкв 1 өрөө орон сууц,2.9 сая ₮,2024-03-11,16:53,8112333,,1 өрөө,"УБ — Хан-Уул, Яармаг",,https://www.unegui.mn/adv/8112333_khud-iaarmagyn-3-buudal-khan-villa-apartment-d-39-mkv-1-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,39.0 м²,15,Лизинггүй,2,Ашиглалтад орсон,8.0,4.0,,,Яармаг,,,,,,Хан-Уул,Яармаг,,2.9,39.0,0.07435897435897436
1037,1037,4,Кино үйлдвэрт 2 өрөө байр 45м2,160 сая ₮,2024-03-11,16:53,8112095,,2 өрөө,"УБ — Баянзүрх, 14-р хороолол","
2өрөө байр зарна өвөлдөө маш дулаахан наран талдаа зүүн харсан 2 цонхтой гэрчилгээ бэлэн",https://www.unegui.mn/adv/8112095_kino-uildvert-2-oroo-tov-zam-daguu-bair-zarna/,Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,45.4 м²,16,Банкны лизингтэй,2,Ашиглалтад орсон,8.0,5.0,,,"Жуков, Халдварт, Өгөөмөр",,,,,,Баянзүрх,14-р хороолол,,160.0,45.4,3.524229074889868
1038,1038,5,Ag city apartment-1 төслийн 2 өрөө байр,"2.8 сая ₮
үнэ тохирно",2024-03-11,16:53,8112097,,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 28","
AG City Apartment-1 төслийн 9 давхар барилгын 4 давхарт байрлах 2 цонхтой 52,91м2 2 өрөө байрыг анх захиалга өгөөд авсан юмаа. Гэр бүлээрээ гадагшаа явах болсон тул яаралтай зарна. Үнэ мкв-2.800.000 с ярилцанаа
Барилгын явц: Ёр нь дуусаж байгаа 5 6 сар ашиглалтанд орно.
Жич- Агент биш, борлуулалтын алба биш , агент залгах хэрэггүй, зах зээлийн үнээс хамаагүй хямдшүү. Энэхүү 1 р ээлжинд байр үлдээгүй.",https://www.unegui.mn/adv/8112097_ag-city-apartment-1-tosliin-2-oroo-bair/,Паркет,1 тагттай,2024,Байхгүй,Вакум,9,Төмөр,52.91 м²,4,Лизинггүй,2,Ашиглалтад ороогүй,8.0,6.0,,,Улаанхуаран,,,,,,Баянзүрх,Хороо 28,28,2.8,52.91,0.05292005292005292
1039,1039,6,Бзд 26-р хороо emerald хотхонд 89мкв 3 өрөө,395 сая ₮,2024-03-11,16:53,8112330,,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
БЗД 26-р хороо Emerald хотхонд 89мкв 3 өрөө худалдана.

- 16/11 давхарт
- Баруун харсан цонхтой
- 2019 сард ашиглалтанд орсон
- Төлбөрийн нөхцөл: бэлэн болон банк
- Граж: 45,000,000₮

Нийт үнэ: 395,000,000₮",https://www.unegui.mn/adv/8112330_bzd-26-r-khoroo-emerald-khotkhond-89mkv-3-oroo-khudaldana/,Паркет,1 тагттай,2019,Байгаа,Вакум,16,Бүргэд,89.0 м²,11,Лизинггүй,3,Ашиглалтад орсон,8.0,7.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,395.0,89.0,4.438202247191011
1040,1040,7,Global town 4 өрөө,"5.5 сая ₮
үнэ тохирно",2024-03-11,16:53,8099650,,4 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 15",,https://www.unegui.mn/adv/8099650_global-town-zakh-zeel-deerkh-gants-4-oroo/,Паркет,1 тагттай,2024,Байхгүй,Модон вакум,22,Төмөр вакум,147.24 м²,7,Банкны лизингтэй,7,Ашиглалтад ороогүй,8.0,8.0,,,Зайсан хойно,,,,,,Хан-Уул,Хороо 15,15,5.5,147.24,0.037353979896767184
1041,1041,0,Emerald residenced 89 мкв 3 өрөө,"395 сая ₮
үнэ тохирно",2024-03-11,16:55,8112343,,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
🍂EMERALD RESIDENCED 89 мкв 3 өрөө грашын хамт худалдана.
Грашын үнэ тусдаа 45 сая
Үнэ: мкв - 4430.000сая ₮
-нийт 395.000.000
- 16/11 давхар
- Дотроо 1 ариун цэврийн өрөөтэй
- Баруун харсан 3 цонхтой",https://www.unegui.mn/adv/8112343_emerald-residenced-89-mkv-3-oroo-grashyn-khamt/,Паркет,1 тагттай,2019,Байгаа,Вакум,16,Бүргэд,89.0 м²,11,Банкны лизингтэй,4,Ашиглалтад орсон,8.0,1.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,395.0,89.0,4.438202247191011
1042,1042,1,100 айл шинэ айл хотхонд 44 мкв 2 өрөө байр,138 сая ₮,2024-03-11,16:55,8112340,,2 өрөө,"УБ — Сүхбаатар, 100 айл","
100 айл, Шинэ айл хотхонд 44 мкв 2 өрөө байр зарна.
- Урагшаа харсан цонхтой.",https://www.unegui.mn/adv/8112340_100-ail-shine-ail-khotkhond-44-mkv-2-oroo-bair/,Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,44.0 м²,7,Лизинггүй,2,Ашиглалтад орсон,8.0,2.0,,,100 айл,,,,,,Сүхбаатар,100 айл,,138.0,44.0,3.1363636363636362
1043,1043,2,Жуковын автобус буудлын хойд байранд 3 өрөө байр 53м2,165 сая ₮,2024-03-11,16:55,8112282,,3 өрөө,"УБ — Баянзүрх, 15-р хороолол","
Төв зам дагуу, 4-р хороо, нэг цэгийн үйлчилгээ, сургууль, автобус буудал бүх юмандаа ойрхон",https://www.unegui.mn/adv/8112282_zhukovyn-avtobus-buudlyn-khoid-bairand-3-oroo-bair-zarna/,Паркет,1 тагттай,1980,Байхгүй,Вакум,5,Төмөр,53.0 м²,4,Банкны лизингтэй,4,Ашиглалтад орсон,8.0,3.0,,,"Жуков, Офицер, Сансар",,,,,,Баянзүрх,15-р хороолол,,165.0,53.0,3.1132075471698113
1044,1044,59,Emerald residenced 89 мкв 3 өрөө,395 сая ₮,2024-03-11,16:57,8112353,,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
EMERALD RESIDENCED 89 мкв 3 өрөө грашын хамт худалдана

🔑Грашын үнэ тусдаа 45 сая

Үнэ: мкв - 4430.000сая ₮
-нийт 395.000.000
- 16/11 давхар
- Дотроо 1 ариун цэврийн өрөөтэй
- Баруун харсан 3 цонхтой",https://www.unegui.mn/adv/8112353_emerald-residenced-89-mkv-3-oroo/,Паркет,Тагтгүй,2018,Байгаа,Вакум,16,Бүргэд,89.0 м²,11,Лизинггүй,3,Ашиглалтад орсон,7.0,60.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,395.0,89.0,4.438202247191011
