N,Зарын гарчиг,Нийт үнэ 0,Огноо,Цаг,Зарын дугаар,Утасны дугаар,Өрөө,Дүүрэгт байршил,Тайлбар,url,Шал:,Тагт:,Ашиглалтад орсон огноо,Гараж:,Цонх:,Барилгын давхар,Хаалга:,М2 0,Байрны давхар,Лизингээр авах боломж,Цонхны тоо,Барилгын явц:,ad_page,ad_order,location:,Байршил 2,mylocation,Хотхоны ID,Хотхоны нэр,Дэд байршил,Lat,Long,Дүүрэг,Байршил,Хороо,Нийт үнэ,М2,М2 үнэ
1025,Encanto tower 5 өрөө байр 192м2,"1.7 Тэрбум ₮
үнэ тохирно",3/16/2024,12:46,8065768,,5+ өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26",,https://www.unegui.mn/adv/8065768_encanto-tower-5-oroo-bair-khudaldana/,Паркет,2 тагттай,2018,Байгаа,Вакум,18,Бүргэд,192.0 м²,17,Банкны лизингтэй,7,Ашиглалтад орсон,4,7,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,1700,192,8.854166667
1026,Global town - глобал таун хотхонд 3 өрөө байр 79м2,443.52 сая ₮,3/15/2024,23:05,8046211,,3 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 15","
Global town / Глобал таун B байр 🏢 79.2мкв
3 өрөө байр зарна, ипотект хамрагдах боломжтой, бүх өрөө нар 🌞🌝🌕 тусна, өрөөнүүдийн зохион байгуулалт гоё

📍Байршил: Стадион/Төв цэнгэлдэх хүрээлэнгийн зүүн хойно, Galaxy tower-ийн урд, Солонгос элчингийн баруун талд
🚌 120 мянгат автобусны буудал, 🎢 Хотын төвд ойрхон

🏫 Сургууль: Улсын 130-р сургуулийн хажууд, Орчлон сургуультай ойрхон

* Талбай: 79.2мкв 3 өрөө
* Давхар: 22/12
* Үнэ: 5,6сая | 443,5сая

🏢 Цонх: шалнаасаа тааз хүртэл, цэлгэр саруулхан.
Баруун урагш (стадион), баруун, баруун хойш (хотын төв) гоё 🌞🌝🌕 харууцтай

🗓️ 2024 оны 2 сард Улсын комисс хүлээж авсан, ашиглалтад орсон

📮Хаяг: Хан-Уул дүүрэг, 𝟏𝟓-р хороо, Махатма Гандигийн гудамж

🏢Экстерьер, интерьер дизайны шинэлэг шийдлийг орчин үеийн хэв маягт хослуулсан

* Төмөр бетон бүрэн цутгамал
* Шилэн болон металл фасад
* Глобал молл худалдаа үйлчилгээний төвтэй
* Ухаалаг 🗝️ домофон систем",https://www.unegui.mn/adv/8046211_global-taun-khltkhond-3-oroo-bair-zarna/,Паркет,1 тагттай,2024,Байгаа,Вакум,22,Бүргэд,79.2 м²,12,Банкны лизингтэй,3,Ашиглалтад орсон,4,8,,,Зайсан хойно,,,,,,Хан-Уул,Хороо 15,15,443.52,79.2,5.6
1027,Royal castle хотхонд 5 өрөө сууц,799 сая ₮,3/15/2024,20:03,8126396,,5+ өрөө,"УБ — Баянзүрх, Сансар","
Royal castle хотхонд 240мкв орон сууц худалдана

- 12/4 давхарт байрлалтай
- Сансарын E-mart-н хойно байрлалтай
- Хотын төвдөө ойрхон
- Эргэн тойрон сургууль цэцэрлэг үйлчилгээний байгууллага ихтэй
- Худалдаж аваад түрээслүүлэх сонирхолтой бол одоо 6саяаар түрээслүүлдэг бэлэн түрээслэгчтэй
- 2 дулаан зогсоолтой 1 нь тусдаа 40сая₮
- Үнэ: 799сая₮ / тавилга багтсан
- 2 том ариун цэврийн өрөө
- 4 том унтлаганы өрөөтэй саруулхан том
- Өвөл маш дулаахан",https://www.unegui.mn/adv/8126396_royal-castle-khotkhond-5-oroo-suuts-khudaldana/,Паркет,3+ тагттай,2006,Байгаа,Вакум,12,Бүргэд,240.0 м²,4,Банкны лизингтэй,8,Ашиглалтад орсон,4,9,,,Сансар,,,,,,Баянзүрх,Сансар,,799,240,3.329166667
1028,Mandala town хотхонд 124.3m2 5өрөө байр,699 сая ₮,3/15/2024,19:52,8126361,,5+ өрөө,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн","
MANDALA TOWN хотхонд 124.3m2 5өрөө байр худалдана
-Гэрчилгээ бэлэн✅

✅ 15/7 давхарт байрлалтай
✅ 2 ариун цэврийн өрөөтэй
✅ 3 унтлагын өрөөтэй
✅ 2 балконтой
✅ Хувцасны өрөөтэй
✅ Үүдний шкап,гал тогоo, хувцасны өрөөний тавилгууд дагалдана
-Зогсоол тусдаа 50сая
-Үнэ: 699сая
-Эргэн тойрон сургууль цэцэрлэг,үйлчилгээний төвтэй ойр
-Байршил: Цэцэрлэгт
хүрээлэнгийн хойно MANDALA TOWN хотхон",https://www.unegui.mn/adv/8126361_mandala-town-khotkhond-124-3m2-5oroo-bair-khudaldana/,Паркет,2 тагттай,2018,Байгаа,Вакум,15,Бүргэд,124.3 м²,7,Лизинггүй,5,Ашиглалтад орсон,4,10,,,,,,,,,Баянзүрх,Үндэсний цэцэрлэгт хүрээлэн,,699,124.3,5.623491553
1029,Бага тэнгэр сити 5 өрөө,1.77 Тэрбум ₮,3/15/2024,18:10,8088508,,5+ өрөө,"УБ — Баянзүрх, Бага тэнгэрийн ам","
🌇🌇Бага тэнгэрийн аманд байрлах
""Бага тэнгэр сити""
luxury residence-д байрлах 295.14 мкв 5 өрөө орон сууц худалдана

-Зах зээлийн ханшаас маш хямдаар
Нийт үнэ: 1 Тэрбум 770.сая
Мкв - 6’000’000₮
✅Төлбөрийн нөхцөл нь
- 50% бартер сонсоно
- Банкаар авч болно
- бартер 570, 300, G 630

✅Байрны мэдээлэл нь:

- Зочны өрөө 1
- Мастер унтлагын өрөө 1
-Унтлагын өрөө 2
-Хувцасны өрөө 1
-Кино театр 1
1 Ариун цэврийн өрөө
-2 жакузитай
-Агуулах 1
-Тагт 2 (маш том тагттай)
- Laundry 1
Гадна 400 авто машины зогсоол
Дотор 300 авто машины зогсоол
Кембриджийн хөтөлбөртэй 640 хүүхдийн сургууль цэцэрлэгтэй
Баянзүрх дүүрэг 11р хороо Бага тэнгэрийн ам, БАГА ТЭНГЭР СИТИ цогцолбор",https://www.unegui.mn/adv/8088508_baga-tenger-siti/,Паркет,2 тагттай,2023,Байхгүй,Вакум,13,Бүргэд,295.0 м²,4,Банкны лизингтэй,8,Ашиглалтад орсон,4,11,,,,,,,,,Баянзүрх,Бага тэнгэрийн ам,,1770,295,6
1030,Дөлгөөн нуурт 3 өрөө байр,268.7 сая ₮,3/15/2024,16:27,8125820,,3 өрөө,"УБ — Сүхбаатар, Сүхбаатар, Хороо 9","
Дөлгөөн нуурт цэнгэлтэй хотхонд
энэ 7 хоногт, ашиглалтанд орох,
нүүж ороход бэлэн бартерийн
74.64мкв Зн өрөө байр борлуулалтаас хямд зарна.
- Харууц гоётой
- мастер унтлаганы өрөөтэй
- хувцасны өрөөтэй
- 2 ариун цэврийн өрөөтэй
- Шилэн тагттай
- гар тогоо тусдаа",https://www.unegui.mn/adv/8125820_dolgoon-nuurt-barteriin-3-oroo-bair-zarna/,Паркет,1 тагттай,2024,Байхгүй,Төмөр вакум,16,Бүргэд,74.64 м²,14,Лизинггүй,4,Ашиглалтад орсон,4,12,,,Дөлгөөн нуур,,,,,,Сүхбаатар,Хороо 9,9,268.7,74.64,3.599946409
1031,Худ шинэ зуун билэг сургуулийн хажууд бумба гранд хотхонд 5 өрөө байр,"2.3 сая ₮
үнэ тохирно",3/15/2024,16:09,8090709,,5+ өрөө,"УБ — Хан-Уул, 120 мянгат","
ХУД 115 р сургуулийн зүүн талд Зайсангийн Оргилын баруун талд Бумбагранд хотхонд том 5 өрөө зарна.
🌲Цэвэр агаарт, хотын төвд 1мкв-2,390,000-с яриад шууд аваарай.🤫🔑🔑
4/2 давхарт давхартаа 1 айлтай
4 унтлагын өрөө
3 ариун цэврийн өрөө
3 тагттай
208,4мкв том 5 өрөө
✅Гаднаа зогсоол сайтай, цөөн айлтай хотхон. 1 айл амьдарсан гоё байр хямд өгнөө.
🔑Бартерт жижиг байр машин оролцуулах боломжтой
#Шинэзуунбилэг ОУ-н сургууль, #115-р сургуультай ойр
Дулаан зогсоол -30сая",https://www.unegui.mn/adv/8090709_khud-gine-zuun-bileg-ou-yn-sunguulmin-khazhuud-bumba-grand-khotkhond-5-oroo-khudaldana/,Паркет,3+ тагттай,2012,Байгаа,Вакум,4,Бүргэд,208.4 м²,2,Лизинггүй,7,Ашиглалтад орсон,4,13,,,120 мянгат,,,,,,Хан-Уул,120 мянгат,,2.3,208.4,0.011036468
1032,Hunnu towert 3 uruu bair,290 сая ₮,3/15/2024,15:52,8038160,,3 өрөө,"УБ — Хан-Уул, Яармаг","
Yarmag, HUNNU malliin zamiin esreg tald Hunnu Towert 60 mkv , 3 uruu bair grashin hamt zarna
Mash goy bairshiltai baruun hoishoo harsan shalnaas taaz hursen tsonkhtoi haruuts saitai
Jijeg office baisan ch bolohoor mash goe bair shvv
Jich: galtogooni tawilga, vdnii shkaf, zuragtnii stand dagaldana
Vne : 290 say",https://www.unegui.mn/adv/8038160_hunnu-towert-bair-zara/,Паркет,1 тагттай,2021,Байгаа,Төмөр вакум,16,Төмөр вакум,60.0 м²,4,Банкны лизингтэй,5,Ашиглалтад орсон,4,14,,,Яармаг,,,,,,Хан-Уул,Яармаг,,290,60,4.833333333
1033,120 мянгатад 1 давхарын өргөтгөлтэй үйлчилгээтэй 2 өрөө,"270 сая ₮
үнэ тохирно",3/15/2024,15:50,7967320,,2 өрөө,"УБ — Хан-Уул, 120 мянгат","
120 мянгатад Хаан банкны замын эсрэг талд 1 давхарын 80 м2 үйлчилгээ явуулах боломжтой талбай зарна.

Арван жилийн 52-р сургуультай ойр, Энх тайвны гүүр ойр, төв зам ойр, Regis Tower аа ойр бүх юмандаа ойр байр зарна

Урагшаа харсан 3 цонхтой, Бүргэд хаалгатай, гадагшаа гарсан 2 үндсэн хаалгатай. Машин зогсох талбай сайтай.

Үсчин, Дэлгүүр, сургалт, бичил үйлдвэрлэл ашиглах боломжтой",https://www.unegui.mn/adv/7967320_120-miangatad-1-davkharyn-bair/,Паркет,Тагтгүй,1988,Байхгүй,Вакум,1,Төмөр,80.0 м²,1,Банкны лизингтэй,3,Ашиглалтад орсон,4,15,,,120 мянгат,,,,,,Хан-Уул,120 мянгат,,270,80,3.375
1034,Вива ситид 30.5мкв байр,"82 сая ₮
үнэ тохирно",3/15/2024,15:41,8125711,,1 өрөө,"УБ — Хан-Уул, Viva city","
2013онд ашиглалтанд орсон.
30.5мкв талбайтай 2өрөөг 1өрөө болгон заасан.
Засвар хийсэн, өвөлдөө маш дулаахан.
2цонх урагшаа харсан.
Байртай дагалдуулж
1. Гутлын шүүгээ
2. Хувцасны шүүгээ
3. Гал тогооны тавилга
4. Ширээ
5. Хөргөгч
6. Буйдан

жич:Зууч залгах хэрэггүй шүү.",https://www.unegui.mn/adv/8125711_viva-sitid-30-5mkv-bair-zarna/,Паркет,Тагтгүй,2013,Байхгүй,Вакум,5,Төмөр,30.5 м²,2,Лизинггүй,2,Ашиглалтад орсон,4,16,,,Яармаг,,,,,,Хан-Уул,Viva city,,82,30.5,2.68852459
1035,Офицеруудын ордны зүүн талд байрлалтай 3өрөө 82.5м2,247.5 сая ₮,3/15/2024,14:50,8096623,,3 өрөө,"УБ — Баянзүрх, Офицер","
82.5m2
16/12 давхарт
Урагш харсан 3 цонхтой
2 угаалгын өрөөтэй",https://www.unegui.mn/adv/8096623_oftseruudyn-ordny-zuun-tald-bairlaltai/,Паркет,Тагтгүй,2017,Байхгүй,Вакум,16,Бүргэд,82.5 м²,12,Банкны лизингтэй,3,Ашиглалтад орсон,4,17,,,Офицер,,,,,,Баянзүрх,Офицер,,247.5,82.5,3
1036,Ривер гардены баруун талд тайм скүэр хотхонд 165м2 5 өрөө байр,"1.08 Тэрбум ₮
үнэ тохирно",3/15/2024,14:27,8006605,,5+ өрөө,"УБ — Хан-Уул, River Garden","
🌲Монголын №1 ногоон хотхон.
✅🌲TIME SQUARE хотхонд 165,1 мкв 5 өрөөг худалдахаар санал болгож байна.
Уг байрны онцлог давуу тал:
Богд хан уулын үзэсгэлэнт байгаль Эзэн богд Чингис хааны хөрөг, Туул голын байгалийн сайхныг нэг дор харах боломжтой хамгийн сайхан үзэгдэх орчинтой.
✅Дундуур давхарт байрладаг
☀️Өдөржин нар үзнэ. Цэлгэр том цонхтой
✅Том өрөө, гал тогоо, мастер унтлагын өрөөнүүд нь урд зүгрүү харсан том цонхтой, 2 жижиг унтлагын өрөө, ажлын өрөө нь хойшоо хотхонруугаа харсан нийт 6 цонхтой
✅ 2 Ариун цэврийн өрөөтэй
✅ засвар хийх шаардлагагүй маш цэвэрхэн
Ашиглалтанд орсноосоо хойш 1 айл амьдарсан цэвэрхэн байр.
Гал тогооны тавилга үнэгүй дагалдана.

🫰🌲Хотхоны онцлог: 🌲🌲
Time square хотхон нь Богд хаан уулын бэл, Хатан туул голын хөвөөнд нийт 4,8 га талбайг хамран баригдсан ба Ривер гарден төслийн үргэлжлэл ба нэгдсэн төлөвлөлт бүхий NCD группын бүтээн байгуулалт юм.
✅Тайм скүэр, Ривер гарден хотхон нь хотхоныхоо урдуур нийт 2км гүйлтийн замтайгаас гадна хотхондоо дараах төрлийн спорт талбайтай
⛳️Хөл бөмбөгийн талбай
Сагсан бөмбөгийн талбай
Элсний волейболын талбай
Хүүхдийн нас насанд тохирсон тоглоомын талбайтай
Дасгалын 2 хэсэгтэй /фитнес/
✅Хотхоныхоо дунд болон байрныхаа урд нийт 2 усан оргилууртай
🌲💚Мөнх ногоон гацуур, нарс, гоёмсог хус, агч, чацаргана, үхрийн нүд, өрөл, монос зэрэг хамгийн олон нэр төрлийн мод бут сөөгийг тарьсан ба СӨХ-ийн арчилгаа маш сайн.
✅24 цагийн харуул хамгаалалттай, бүрэн камержуулсан аюулгүй хотхон.
Хүний хэрэгцээт бүх үйлчилгээг нэг доороос авах боломжтой. Гудмандаа Голомт, Хас банк Номин сүлжээ дэлгүүр, брэнд хувцасны дэлгүүр, хүүхдийн тоглоомын төвүүд зэрэг төрөл бүрийн үйлчилгээ төвлөрсөн.
✅Хувийн бага сургууль, цэцэрлэг яг байрныхаа хажууд байрладаг.
Үнэ. 1.080.000.000 -с ярина. Гараж тусдаа 50 сая",https://www.unegui.mn/adv/8006605_river-gardeny-baruun-tald-taim-skuer-khotkhond-uragshaa-kharuutstai-5-oroo-khudaldana/,Паркет,1 тагттай,2018,Байгаа,Вакум,11,Мод,165.1 м²,8,Лизинггүй,7,Ашиглалтад орсон,4,18,,,Маршал,,,,,,Хан-Уул,River Garden,,1080,165.1,6.541490006
1037,Улаанхуаран чиглэлд 1 өрөө 30м2 байр,"85 сая ₮
үнэ тохирно",3/15/2024,12:36,8076449,,1 өрөө,"УБ — Баянзүрх, Улаанхуаран","
БЗД, Офицерийн тойргоос улаанхуран чиглэлд 800м зам дагуу, сургууль, цэцэрлэг, автус буудал, синема, бүх юмтайгаа ойрхон, байршил харууц сайхан, цэвэрхэн 1 өрөө байр яаралтай зарна. 83-с ярина.",https://www.unegui.mn/adv/8076449_ofitseroos-800m-ulaankhuaran-chigleld-zam-daguu-bairand-1-oroo/,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,30.0 м²,12,Лизинггүй,2,Ашиглалтад орсон,4,19,,,,,,,,,Баянзүрх,Улаанхуаран,,85,30,2.833333333
1038,Зайсан оргилд 5 өрөө байр зогсоолын хамт,460 сая ₮,3/15/2024,10:20,8124446,,5+ өрөө,"УБ — Хан-Уул, Зайсан","
Зайсан оргилд байрлах 3 оргил хотхонд 140мкв бүхий 5 өрөө байрыг дулаан зогсоолын хамт зарна.

Нийт үнэ: 460 сая (дулаан зогсоол ороод)

- Том талбайтай дулаан зогсоолтой
- 9 давхрын 9 давхарт байрладаг
- Давхартаа 3 айлтай
- Баруун зүүн урд гэсэн 3 зүг хардаг
- 3 балконтой
- Хотхондоо цөөхөн (3) байртай учир нам гүм тайван
- Автобусны буудал, дэлгүүр, эмийн сан, сургууль цэцэрлэг зэрэг бүх үйлчилгээндээ ойрхон
- Харуул хамгаалалт сайтай.",https://www.unegui.mn/adv/8124446_zaisan-orgild-5-oroo-bair-zogsoolyn-khamt-zarna/,Паркет,3+ тагттай,2010,Байгаа,Модон вакум,9,Бүргэд,140.0 м²,9,Лизинггүй,8,Ашиглалтад орсон,2,26,,,Зайсан,,,,,,Хан-Уул,Зайсан,,460,140,3.285714286
1039,Four season 3 өрөө 65.87м2,"3.85 сая ₮
үнэ тохирно",3/15/2024,10:14,8055497,,3 өрөө,"УБ — Баянгол, Нарны хороолол","
Нарны гүүрийн баруун талд байрлалтай шинээр ашиглалтанд орсон 65,87мкв 3 өрөө яаралтай зарна
Борлуултан дээр дууссан байр шүү",https://www.unegui.mn/adv/8055497_four-season-village/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,65.87 м²,15,Лизинггүй,3,Ашиглалтад орсон,4,20,,,Нарны хороолол,,,,,,Баянгол,Нарны хороолол,,3.85,65.87,0.058448459
1040,3-р эмнэлэгийн автобусны буудлын хажууд 1 өрөө байр,85 сая ₮,3/15/2024,9:51,8114265,,1 өрөө,"УБ — Баянгол, 10-р хороолол","
3-р эмнэлэгийн автобусны буудалтайгаа ойр,",https://www.unegui.mn/adv/8114265_3-r-emnelegiin-avtobusny-buudlyn-khazhuud-1-oroo-bair/,Паркет,1 тагттай,2013,Байхгүй,Вакум,6,Бүргэд,30.0 м²,4,Лизинггүй,2,Ашиглалтад орсон,4,21,,,10-р хороолол,,,,,,Баянгол,10-р хороолол,,85,30,2.833333333
1041,2 өрөө байр 52.0 мкв,"130 сая ₮
үнэ тохирно",3/15/2024,9:02,8084445,,2 өрөө,"УБ — Сонгинохайрхан, 21-р хороолол","
СХД 37хороо , 21 хороолол , Содонгийн яг урд байрлалтай Очир 2 хотхонд 52мкв 2өрөө байр зарна.

💫‌СХД -700м
💫‌37 хороо- байрныхаа доор
💫‌НД, Татвар, Цахилгаан түгээх- 500м
💫‌Төрийн нэгдсэн үйлчилгээ- Драгон төвд
💫‌Сургууль -500м
💫‌Цэцэрлэг- 500м
💫‌Өрхийн эмнэлэг- Содон хороололд
💫‌21 нэгдсэн эмнэлэг-500м
💫‌Оргил, Carrefour, Номин, Ммарт, 21 худалдааны төв, Драгон худалдааны төв гэх мэт худалдаа үйлчилгээний газрууд -500м дотор
💫‌Автобусны буудалдаа ойрхон

Байрны мэдээлэл:
💫‌52мкв /зүүн харсан 3, урагш харсан 1 цонхтой/
💫Мкв нь 2.500.000₮. Нийт 130 сая
💫‌15/7 давхарт. Өвөлдөө маш дулаан.
💫‌Хэрэглээний зардал хамгийн бага гардаг.
💫‌2016 онд ашиглалтад орсон. 2017 оноос нэг л айл амьдарч байсан.
💫Ирж үзээд ярилцаад аваарай😇",https://www.unegui.mn/adv/8084445_2-oroo-bair/,Паркет,1 тагттай,2016,Байхгүй,Вакум,15,Бүргэд,52.0 м²,7,Банкны лизингтэй,4,Ашиглалтад орсон,4,22,,,21-р хороолол,,,,,,Сонгинохайрхан,21-р хороолол,,130,52,2.5
1042,Бздцайз захын баруун талд 1 өрөө байр 35м2,"97 сая ₮
үнэ тохирно",3/15/2024,5:14,8124123,,1 өрөө,"УБ — Баянзүрх, 16-р хороолол",,https://www.unegui.mn/adv/8124123_bzdtsaiz-zakhyn-baruun-tald-shine-1-oroo-bair-zarna/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,35.0 м²,14,Лизинггүй,1,Ашиглалтад орсон,4,23,,,Цайз,,,,,,Баянзүрх,16-р хороолол,,97,35,2.771428571
1043,Нисэх эцэст 1 өрөө 38.31м2,"2.35 сая ₮
2.55 сая ₮",3/14/2024,17:50,8123129,,1 өрөө,"УБ — Хан-Уул, Нисэх","
Хан уул дүүрэг, Нисэхийн эцэст Буянт ухаа захын зүүн талд шинээо Ашиглалтанд орсон, бүрэн угсармал өндөр таазтай маш дулаахан 2 өрөө болгох боломжтой байр худалдана /цэвэр агаартай/ Баруун Болон Хойшоо харсан Цонхтой",https://www.unegui.mn/adv/8123129_nisekh-etsest/,Паркет,1 тагттай,2024,Байхгүй,Вакум,10,Төмөр,38.31 м²,6,Лизинггүй,2,Ашиглалтад орсон,4,24,,,Нисэх,,,,,,Хан-Уул,Нисэх,,2.35,38.31,0.061341686
1044,"Бзд, 26 хороо, santo smart apartment 4 өрөө орон сууц 123.5m2","518.7 сая ₮
үнэ тохирно",3/14/2024,17:31,8085092,,4 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
- Хотхондоо бүх хэрэгцээгээ шийдсэн маш тав тухтай хотхон шүү
-123.5 мкв
-Үнэ 1 мкв 4.200.000₮
-Нийт үнэ 518.700.000₮

-16/14 давхарт
-Зүүн 3,Хойшоо 2 цонхтой
-Бүх тавилга дагалдана
-2 ариун цэврийн өрөөтэй
-2 тагттай
-угаалгын өрөөтэй
-Бартерт том машин оролцуулна

Банкны зээл шийдэж өгнө",https://www.unegui.mn/adv/8085092_bzd-26-khoroo-santo-smart-apartment-4-oroo-oron-suuts-khudaldana/,Паркет,2 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,123.5 м²,14,Банкны лизингтэй,5,Ашиглалтад орсон,4,25,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,518.7,123.5,4.2
1045,Американ дэнж хотхонд 5 өрөө байр 164.74м2,"510.69 сая ₮
үнэ тохирно",3/14/2024,16:31,8087663,,5+ өрөө,УБ — Баянзүрх,"
Американ дэнж хотхонд 5 өрөө орон сууц худалдана.
- 162,74мкв
- 2010 он
- 4/10 давхарт
- Баруун 2, зүүн 3, урагшаа харсан 1 цонхтой
- Мастер унтлагын өрөө, 2 тагттай
Бартерт 2 өрөө байр оролцуулна.
Бэлэн төлөлтөд үнэ ярилцана.
Гараж байгаа, тусдаа үнэтэй",https://www.unegui.mn/adv/8087663_amerikan-denzh-khotkhond-5-oroo-khudaldana/,Паркет,2 тагттай,2010,Байгаа,Вакум,10,Бүргэд,164.74 м²,4,Лизинггүй,6,Ашиглалтад орсон,4,26,,,,,,,,,Баянзүрх,,,510.69,164.74,3.099975719
1046,Хотын ааа+++ бүс 2 өрөө,3.7 сая ₮,3/14/2024,15:46,8122599,,2 өрөө,"УБ — Баянзүрх, 13-р хороолол","
Хотын ААА+++ бүс БЗД, 3р хороо, 13хороололд Төв зам дагуу 69.5мкв, Улсын 2-р эмнэлгийн баруун урд талд.
2 өрөөг 3 өрөө болгож зассан байр худалдана.

| үнэ1мкв:3.700.000|нийт:257.150.000

▪️Дээгүүр давхарт (Харууц хаасан барилга байхгүй)

▪️Хувцасны өрөөтэй

▪️Хойшоо харсан (маш гэгээтэй)

▪️Бүрэн засвар хийгдсэн (цонх, хаалга шал, 00-ийн өрөө)

▪️дулаан зогсоол тусдаа:35сая

хотхондоо 28 айлтай, доороо дулаан зогсоолтой, дулаахан",https://www.unegui.mn/adv/8122599_khotyn-aaa-bus-2-oroo/,Паркет,Тагтгүй,2008,Байгаа,Вакум,12,Төмөр,69.0 м²,9,Лизинггүй,5,Ашиглалтад орсон,4,27,,,13-р хороолол,,,,,,Баянзүрх,13-р хороолол,,3.7,69,0.053623188
1047,Натур-т duplex 5 өрөө байр 98мкв,"343.7 сая ₮
үнэ тохирно",3/14/2024,14:56,8023024,,5+ өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 25","
БЗД, 25-р хороо, Натур “Skyhouse”апартмент-д 5өрөө орон сууц худалдана.
💎 98.2 м.кв | Дублекс 5 өрөө орон сууц
💎 4 тагттай | 2 ариун цэврийн өрөөтэй
💎 Дагалдах тавилга: гал тогооны тавилга комоороо хиншүү сорогчтойгоо | унтлагын өрөөний болон үүдний хувцасны шкафууд | гэрлийн бүрхүүлүүд үлдэнэ.
💎 Жич: бусад тавилга үнэ тохирч болно.
📍 Байршил: Натур худалдааны төвийн зүүн урд",https://www.unegui.mn/adv/8023024_natur-t-duplex-zagvaryn-5-oroo-bair/,Паркет,3+ тагттай,2014,Байхгүй,Вакум,16,Төмөр,98.2 м²,2,Лизинггүй,6,Ашиглалтад орсон,4,28,,,Натур,,,,,,Баянзүрх,Хороо 25,25,343.7,98.2,3.5
1048,1 uruu gal togoo tusdaa,"120 сая ₮
үнэ тохирно",3/14/2024,12:38,8121731,,1 өрөө,"УБ — Хан-Уул, Яармаг","
Яармагт #Citypalace хотхонд
35.20м2 #1өрөө
11давхарт маш гоё харууцтай туул гол руугаа харсан
С блокд
Улсын сургууль цэцэрлэг автобусны буудал бүх үйлчилгээндээ ойр давуу тал ихтэй гоё байраа худалдана",https://www.unegui.mn/adv/8121731_shine-1-uruu-gal-togoo-tusdaa/,Ламинат,1 тагттай,2024,Байхгүй,Төмөр вакум,16,Бүргэд,35.2 м²,11,Лизинггүй,2,Ашиглалтад орсон,4,29,,,Яармаг,,,,,,Хан-Уул,Яармаг,,120,35.2,3.409090909
1049,Вива сити хороололд 2 өрөө 41.6 м.кв байр,"120 сая ₮
үнэ тохирно",3/14/2024,10:05,8097210,,2 өрөө,"УБ — Хан-Уул, Яармаг","
Сайн байна уу?

Вива сити хороололд S9 байранд 2 өрөө 41.6 м.кв орон сууцыг зарна.

- Гэрчилгээ бэлэн
- Гал тогооны тавилга
- Угаалгын машин
- Хөргөгч
- Үүдний хувцасны өлгүүр дагалдана.",https://www.unegui.mn/adv/8097210_viva-siti-khoroolold-2-oroo-41-6-m-kv-bair-zarna/,Паркет,Тагтгүй,2012,Байхгүй,Вакум,5,Төмөр,41.6 м²,3,Лизинггүй,3,Ашиглалтад орсон,4,30,,,Яармаг,,,,,,Хан-Уул,Яармаг,,120,41.6,2.884615385
1050,220к резидэнсд 5 өрөө байр 161.5m2,1.8 Тэрбум ₮,3/14/2024,9:01,7905174,,5+ өрөө,"УБ — Сүхбаатар, 220 мянгат","
🔴220K Residence д 161мкв мастертай 5 өрөө байрыг #ХУДАЛДАНА
Урагшаа 1, баруун 4 цонхтой
3 ариун цэврийн, 1 угаалгын өрөөтэй
2 хувцасны өрөөтэй
Шалнаас тааз хүртэл цэлгэр том цонхнуудтай
🔴Дулаан зогсоолтой
Суурилуулсан зарим тавилга үлдэнэ
24 цагийн харуул хамгаалалттай
Фитнес, бассейн, спа, коффе шоп зэрэг үйлчилгээтэй",https://www.unegui.mn/adv/7905174_220k-rezidensd-5-oroo-bair-khudaldana/,Паркет,1 тагттай,2016,Байгаа,Вакум,16,Төмөр,161.5 м²,4,Лизинггүй,6,Ашиглалтад орсон,4,31,,,220 мянгат,,,,,,Сүхбаатар,220 мянгат,,1800,161.5,11.14551084
1051,Encanto tower-т 192 мквтай 5 өрөө байр,1.7 Тэрбум ₮,3/14/2024,7:25,8050245,,5+ өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
💎ENCANTO TOWER-т 192 мквтай 5 өрөө байр худалдана.

🔸13/18 давхарт
🔹192мкв 5н өрөө
🔸2 Хувцасны өрөөтэй
🔹Баруун харсан 2 цонхтой
🔸Урагшаа харсан 4н цонхтой
🔹Зүүн харсан 1 цонхтой
🔸Таазны өндөр 3.2 метр
🔹Давхартаа 3н айлтай
🔸Нийт 36н айлын барилга
🔹2 гражтай(тусдаа үнэтэй)

💸ҮНЭ: 1,7 тэрбум

📍БЗД 26-р хороо ENCANTO TOWER",https://www.unegui.mn/adv/8050245_encanto-tower-t-192-mkvtai-5-oroo-bair-khudaldana/,Паркет,1 тагттай,2020,Байгаа,Вакум,18,Бүргэд,192.0 м²,13,Банкны лизингтэй,7,Ашиглалтад орсон,4,32,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,1700,192,8.854166667
