N,Зарын гарчиг,Нийт үнэ 0,Огноо,Цаг,Зарын дугаар,Утасны дугаар,Өрөө,Дүүрэгт байршил,Тайлбар,url,Шал:,Тагт:,Ашиглалтад орсон огноо,Гараж:,Цонх:,Барилгын давхар,Хаалга:,М2 0,Байрны давхар,Лизингээр авах боломж,Цонхны тоо,Барилгын явц:,ad_page,ad_order,Байршил 2,Код:,mylocation,Хотхоны ID,Хотхоны нэр,Дэд байршил,Lat,Long,Дүүрэг,Байршил,Хороо,Нийт үнэ,М2,М2 үнэ
445,Кинг тауэр 3 өрөө байр,"3.7 сая ₮
үнэ тохирно",3/7/2024,8:49,8100018,8688-8180,3 өрөө,"УБ — Хан-Уул, King Tower","
112м2 3 өрөө
2 ариун цэврийн өрөө
3 талын харууц /тагттай/
Шинэ /хүн амьдраагүй/
Бэлнээр маш хямд худалдана",https://www.unegui.mn/adv/8100018_king-tauer-shine-3-oroo-bair-zarna/,Паркет,1 тагттай,2022,Байгаа,Вакум,17,Бүргэд,112.0 м²,12,Лизинггүй,5,Ашиглалтад орсон,12.0,34.0,,,Маршал,,,,,,Хан-Уул,King Tower,,3.7,112.0,0.033035714285714286
446,Opitsert 2 uruu 47 mk bair,"2.95 сая ₮
үнэ тохирно",3/7/2024,8:48,8101026,8000-6166,2 өрөө,"УБ — Баянзүрх, Офицер",,https://www.unegui.mn/adv/8101026_2024-oni-3-sarin-svvleer-ashiglaltad-oroh-2-uruu-47-mk-bair-zarna-tow-zam-daguu/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,47.0 м²,13,Лизинггүй,2,Ашиглалтад орсон,12.0,35.0,,,Офицер,,,,,,Баянзүрх,Офицер,,2.95,47.0,0.06276595744680852
447,Бзд сансарт 1 давхарын 71мкв 3 өрөө орон сууц,225 сая ₮,3/7/2024,8:48,8012471,9909-3311,3 өрөө,"УБ — Баянзүрх, Сансар","
Сансарт 1 давхарын 3 өрөө орон сууц худалдана

💰Худалдах үнэ: 225.000.000
▫️5/1 давхарт
▫️Хуучнаар: 42мкв/ Одоогоор: 71мкв
▫️Баруун 3 цонх Зүүн 1 цонх
▫️33р сургууль/ 61р цэцэрлэг
▫️Үйлчилгээний чиглэлээр үйл ажиллагаа явуулах боломжтой
▫️Засвар хийх шаардлагатай",https://www.unegui.mn/adv/8012471_bzd-sansart-1-davkharyn-71mkv-3-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Бүргэд,42.0 м²,1,Лизинггүй,3,Ашиглалтад орсон,12.0,36.0,,,Сансар,,,,,,Баянзүрх,Сансар,,225.0,42.0,5.357142857142857
448,Сансарт рцнк -н хойно жаргалан хотхонд 90.06мкв 3 өрөө орон сууц,324.22 сая ₮,3/7/2024,8:48,7987857,9909-3311,3 өрөө,"УБ — Баянзүрх, Сансар","
⛩️ Сансарт РЦНК -н хойно Жаргалан хотхонд 90.06мкв 3 өрөө орон сууц худалдана.
💸мкв : 3.6сая
💰Нийт: 324,216,000₮

- 16/11 давхар
- Баруун болон хойшоо харсан
- Мастертай, гал тогоо,үүдний шкаф дагалдана.
👉🏻Гэрчилгээ бэлэн",https://www.unegui.mn/adv/7987857_sansart-rtsnk-n-khoino-zhargalan-khotkhond-90-06mkv-3-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2010,Байхгүй,Вакум,16,Бүргэд,90.06 м²,11,Лизинггүй,3,Ашиглалтад орсон,12.0,37.0,,,Сансар,,,,,,Баянзүрх,Сансар,,324.22,90.06,3.600044414834555
449,Бзд sunday захын хойно морнинг стар сингапур резиденс хотхон 2өрөө байр,270 сая ₮,3/7/2024,8:48,8019687,9909-,2 өрөө,УБ — Баянзүрх,"
БЗД Sunday захын хойно ""Морнинг стар"" Сингапур резиденс хотхонд 58.8мкв 2 өрөө орон сууц худалдана.

Үнэ: 270сая

-Бүрэн цутгамал хийцлэлтэй
-Бэлэн болон банкаар авах боломжтой
-Герман хавтан Итали тавилга
-Хүүхдүүдийн аюулгүй байдал, чанарыг шаардлагын хангах, машин тээврийн хэрэгслүүд нэвтрэх боломжгүй тоглоомын талбайтай.
-СӨХ ийн үйл ажиллагаа харуул хамгаалалт маш сайн
-4н хос лифттэй
-Давхар 16/9давхарт
-Цонх: Баруун харсан цонхтой",https://www.unegui.mn/adv/8019687_bzd-sunday-zakhyn-khoino-morning-star-singapur-rezidens-khotkhon/,Паркет,Тагтгүй,2023,Байхгүй,Вакум,16,Бүргэд,58.8 м²,9,Банкны лизингтэй,3,Ашиглалтад орсон,12.0,38.0,,,Халдварт,,,,,,Баянзүрх,,,270.0,58.8,4.591836734693878
450,Төмөр замын дээд сургуулийн баруун талд гал тогоо тусдаа 2 өрөө байр,"176 сая ₮
үнэ тохирно",3/7/2024,8:48,8101028,8962-1812,2 өрөө,"УБ — Баянгол, Төмөр зам","
төмөр замын дээд сургуулийн баруун kfc ийн зүүн талд төв зам дагуу гал тогоо тусдаа өвөлдөө маш дулаахан цэцэрлэг сургууль хороо болон бүх үйлчилгээний төвүүдтэйгээ ойрхон машин тавих болон гаднах зай талбай чөлөөтөй сөх нь сайн ажилладаг ч сөхийн мөнгө авдаггүй янз бүрийн амьтан болон шавьж хорхой байхгүй цэцэрлэгийн насны 3 хүүхэдтэй энерги сайтай байраа үнэ тохирч зарна.бага зэргийн засвартай ч засварын үнэ хаснаа",https://www.unegui.mn/adv/8101028_tomor-zamyn-deed-surguuliin-baruun-tald-gal-togoo-tusdaa-2-oroo-bair/,Паркет,1 тагттай,1996,Байхгүй,Мод,5,Бүргэд,60.0 м²,4,Лизинггүй,3,Ашиглалтад орсон,12.0,39.0,,,Төмөр зам,,,,,,Баянгол,Төмөр зам,,176.0,60.0,2.933333333333333
451,Сансар kfc-н урд 35мкв гал тогоо тусдаа 3 өрөө байр,220 сая ₮,3/7/2024,8:48,7907895,9909-3311,3 өрөө,"УБ — Баянзүрх, Сансар","
⛩️Сансар KFC-н урд 35мкв гал тогоо тусдаа 3 өрөө байр худалдана.


💰Үнэ: 220 сая₮

✅ Гэрчилгээ бэлэн
✅ 35 мкв /Одоогийн 70 мкв/
✅ 2 унтлагын өрөө, 1 том өрөө, 1 гал тогоо
✅ Зүүн харсан 1 цонх, урагш харсан 2 цонх, 1 тагт",https://www.unegui.mn/adv/7907895_sansar-kfc-n-urd-35mkv-gal-togoo-tusdaa-3-oroo-bair-khudaldana/,Паркет,1 тагттай,1999,Байхгүй,Вакум,10,Бүргэд,70.0 м²,3,Лизинггүй,3,Ашиглалтад орсон,12.0,40.0,,,Сансар,,,,,,Баянзүрх,Сансар,,220.0,70.0,3.142857142857143
452,Santo apartment хотхонд 95мкв 3 өрөө орон сууц,389.5 сая ₮,3/7/2024,8:47,7970920,9909-3311,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
SANTO apartment Хотхонд 95мкв 3 өрөө орон сууц Худалдана


💸1мкв : 4.100.000₮
💰Нийт үнэ: 389,500,000₮

- 2 давхарт зүүн болон урагшаа харсан цонхтой
- 2 том тагттай
- 2 ариун цэврийн өрөөтэй
- 1 Хувцас угаалгын өрөөтэй",https://www.unegui.mn/adv/7970920_santo-apartment-khotkhond-95mkv-3-oroo-oron-suuts-khudaldana/,Паркет,2 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,95.0 м²,2,Лизинггүй,3,Ашиглалтад орсон,12.0,41.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,389.5,95.0,4.1
453,Бзд 25хороо натурт аригбүрд хотхонд 70.06мкв 3 өрөө,217.19 сая ₮,3/7/2024,8:47,7988505,9909-3311,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 25","
⛩️ БЗД, 25-хороо Натурт Аригбүрд хотхонд 70.06мкв 3 өрөө худалдана.


💸Мкв Үнэ: 3,1 сая
💰Нийт: 217,186,000₮

- 9/7 давхарт
- Урагшаа харсан цонхнуудтай
- 2017 онд ашиглалтанд орсон
- Гал тогооны тавилга болон хувцасны шкаф үлдэнэ",https://www.unegui.mn/adv/7988505_bzd-25khoroo-naturt-arigburd-khotkhond-70-06mkv-3-oroo-khudaldana/,Паркет,1 тагттай,2017,Байхгүй,Вакум,9,Бүргэд,70.06 м²,7,Лизинггүй,3,Ашиглалтад орсон,12.0,42.0,,,Натур,,,,,,Баянзүрх,Хороо 25,25,217.19,70.06,3.1000570939194976
454,Бзд 36р хороо emerald residence хотхонд 54.78мкв 2 өрөө байр,305 сая ₮,3/7/2024,8:47,8077449,9909-3311,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
⛩️ БЗД 36-р хороо Emerald_Residence хотхонд 54.78мкв 2 өрөө байр худалдана.

☎️
💰Үнэ: 305.000.000₮

- 511 Блок
- Ашиглалтанд орсон 2023
- Урагшаа харсан 2 цонхтой
- 4 давхарт
👉🏻 Гэрчилгээ бэлэн",https://www.unegui.mn/adv/8077449_bzd-36r-khoroo-emerald-residence-khotkhond-54-78mkv-2-oroo-bair-khudaldana/,Паркет,1 тагттай,2015,Байхгүй,Вакум,15,Бүргэд,54.78 м²,4,Лизинггүй,3,Ашиглалтад орсон,12.0,43.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,305.0,54.78,5.56772544724352
455,"Нарны зам дагуу шинэ монгол сургуулийн урд 77,5 мкв 3 өрөө байр",265 сая ₮,3/7/2024,8:47,7965215,9909-3311,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 25","
⛩️ Нарны зам дагуу Шинэ монгол сургуулийн урд 77,5 мкв 3 өрөө байр худалдана.
💸мкв :3,400,000₮

- 12/7 давхарт
- Хойшоо болон зүүн харсан цонхтой , 1 тагттай
- Супер засвар хийсэн
- Гал тогоо болон ,үүдний шкаф үлдэнэ",https://www.unegui.mn/adv/7965215_narny-zam-daguu-shine-mongol-surguuliin-urd-77-5-mkv-3-oroo-bair-khudaldana/,Паркет,1 тагттай,2011,Байхгүй,Вакум,12,Бүргэд,77.5 м²,7,Лизинггүй,3,Ашиглалтад орсон,12.0,44.0,,,Натур,,,,,,Баянзүрх,Хороо 25,25,265.0,77.5,3.4193548387096775
456,Элизабет хотхонд 2 өрөө байр 69.11м2,283 сая ₮,3/7/2024,8:47,8084168,9909-3311,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
ЭЛИЗАБЕТ хотхонд 2 өрөө байр худалдана 221. Блок
🍂Ашиглалтанд орсон 2021
☎️

🍂69.11мкв | 9 давхарт | Үнэ: 283.000.000
🍂Зүүн харсан 3 цонхтой
- Захиалга гэрээтэй

#БЗД_26р_хороо",https://www.unegui.mn/adv/8084168_elizabet-khotkhond-2-oroo-bair-khudaldana/,Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Бүргэд,69.11 м²,9,Лизинггүй,2,Ашиглалтад ороогүй,12.0,45.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,283.0,69.11,4.094921140211257
457,"Бзд саруул хороололд 49,6мкв 2 өрөө",179 сая ₮,3/7/2024,8:46,7988206,9909-3311,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
БЗД Саруул хороололд 49,6мкв 2 өрөө худалдана

💰Үнэ: 180сая

Давхар: 15/3
Цонх: Зүүн болон хойшоо
Засвар хийх шаардлаггүй
Гал тогооны тавилга үүдний өрөөний шкаф үлдэнэ",https://www.unegui.mn/adv/7988206_bzd-saruul-khoroolold-49-6mkv-2-oroo-khudaldana/,Паркет,1 тагттай,2021,Байхгүй,Вакум,15,Бүргэд,49.6 м²,3,Лизинггүй,2,Ашиглалтад орсон,12.0,46.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,179.0,49.6,3.6088709677419355
458,"Худ, оргил рашаан сувиллын чанх хойно 92м2, 3 өрөө байр",310 сая ₮,3/7/2024,8:46,7617597,9090-0111,3 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 15","
☘️ХУД, Гэгээнтэн цогцолборын зүүн талд, Оргил рашаан сувиллын чанх хойно 92м2, 3 өрөө орон сууц худалдана.

✅️Үнэ - 3.36 сая/м²

▪️10/8 давхарт
▪️Давхартаа 2 айлтай
▪️Урагшаа 2, хойшоо 2 цонхтой
▪️1 ариун цэврийн өрөөтэй
▪️Гэрчилгээ бэлэн
▪️Оргил супермаркет болон бусад бүх үйлчилгээний төвүүдтэй ойр
❗️Засвар хийх шаардлагатай",https://www.unegui.mn/adv/7617597_khud-gegeenten-tsogtsolboryn-zuun-tald-92m2-3-oroo-khudaldana/,Паркет,1 тагттай,2009,Байхгүй,Вакум,10,Бүргэд,92.0 м²,8,Лизинггүй,4,Ашиглалтад орсон,12.0,47.0,,,Зайсан хойно,,,,,,Хан-Уул,Хороо 15,15,310.0,92.0,3.369565217391304
459,Нисора тауэрт 4 өрөө 105м2 орон сууц,350 сая ₮,3/7/2024,8:45,8096196,9919-2556,4 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 1","
🌐""Нисора тауэр""-т 4 өрөө орон сууц худалдана
Ипотекээр авах боломжтой гэрчилгээтэй🌐

📍Сансарын Имартын хажууд
🔹️105 мкв
🔹️2012 онд ашиглалтанд орсон.
🔹️Бүх цонх наран талдаа
🔹️2 Ариун цэврийн өрөө
🔹️16 давхарт
✅Өвөл дулаахан, саруулхан
✅english school, 48, 33-р сургуультай ойрхон

💸Үнэ: 350сая",https://www.unegui.mn/adv/8096196_nisora-tauert-4-oroo-oron-suuts-ipotekeer-avakh-bolomzhtoi/,Паркет,1 тагттай,2012,Байхгүй,Вакум,17,Бүргэд,105.0 м²,16,Лизинггүй,4,Ашиглалтад орсон,12.0,48.0,,,СЭЗИС,,,,,,Баянзүрх,Хороо 1,1,350.0,105.0,3.3333333333333335
460,Академи 1 хотхонд 𝟕𝟎мкв 𝟑 өрөө,400 сая ₮,3/7/2024,8:45,8097272,9919-2556,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
#Академи-1 хотхонд 𝟕𝟎мкв 𝟑 өрөө худалдана
🪙Үнэ: 𝟒𝟎𝟎сая₮

𝟐𝟓/𝟐𝟓 давхарт",https://www.unegui.mn/adv/8097272_akademi-1-khotkhond-70mkv-3-oroo/,Паркет,1 тагттай,2020,Байхгүй,Вакум,25,Бүргэд,70.0 м²,25,Лизинггүй,4,Ашиглалтад орсон,12.0,49.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,400.0,70.0,5.714285714285714
461,13р хороолол гангарын байранд 63.66мкв 2 өрөө,"191 сая ₮
210 сая ₮ үнэ тохирно",3/7/2024,8:45,7517151,8814-7995,2 өрөө,"УБ — Баянзүрх, 13-р хороолол","
Ногоон төгөлийн баруун хажууд, Гангарын байранд 63.66м2 гал тогоо тусдаа 2өрөө орон сууц худалдана.
Үнэ: 190 сая /үнэ буухгүй/

✔ 5/4 давхарт, урагшаа харсан 3 цонхтой, 1 тагттай
✔ Гал тогооны өрөөний тавилга үлдэнэ
✔ Гэрчилгээ бэлэн /бэлэн болон банкаар авах боломжтой/
✔Засвар шаардлагатай
✔ Сургууль, цэцэрлэг, бүх зах худалдааны төвүүдтэй ойрхон.",https://www.unegui.mn/adv/7517151_13r-khoroolol-gangaryn-bairand-63-66mkv-2-oroo-khudaldana/,Паркет,1 тагттай,2005,Байхгүй,Вакум,5,Бүргэд,63.66 м²,4,Лизинггүй,3,Ашиглалтад орсон,12.0,50.0,,,13-р хороолол,,,,,,Баянзүрх,13-р хороолол,,191.0,63.66,3.0003141690229347
462,Офицерт 72.2мкв 3 өрөө орон сууц,217 сая ₮,3/7/2024,8:44,8101032,9919-2556,3 өрөө,УБ — Баянзүрх,"
#Офицерт 3 өрөө орон сууц худалдана⭐️

📍Байршил: Баянзүрх дүүрэг, 13-р хороо, Офицерт
▪️72.2 мкв | 3 өрөө
▪️5/9 давхарт
▪️Төв зам, автобусны буудал, цэцэгрлэг сургуультай ойр
▪️Гэрчилгээ бэлэн
▪️МКВ үнэ: 3 сая ₮
💸Нийт үнэ: 217 сая ₮💸",https://www.unegui.mn/adv/8101032_ofitsert-72-2mkv-3-oroo-oron-suuts/,Паркет,1 тагттай,2016,Байхгүй,Вакум,9,Бүргэд,72.2 м²,5,Лизинггүй,4,Ашиглалтад орсон,12.0,51.0,,,Офицер,,,,,,Баянзүрх,,,217.0,72.2,3.005540166204986
463,River garden 2 хотхонд 4 өрөө байр 112мкв,"900 сая ₮
1.05 Тэрбум ₮",3/7/2024,8:43,7911436,8888-0981,4 өрөө,"УБ — Хан-Уул, River Garden","
📍 #Ривер_гарден 𝟐 хотхонд 112,2мкв 𝟒 өрөө орон сууц худалдана.

📌Үнэ: 900 сая₮

▪️ 3 унтлагын өрөөтэй
▪️ 13 давхарт
▪️ Баруун болон хойшоо харсан цонхтой",https://www.unegui.mn/adv/7911436_river-garden-2-khotkhond-4-oroo-khudaldana/,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,112.0 м²,13,Лизинггүй,5,Ашиглалтад орсон,12.0,52.0,,,Маршал,,,,,,Хан-Уул,River Garden,,900.0,112.0,8.035714285714286
464,Нархан хотхонд 133мкв 4өрөө дүплекс,419 сая ₮,3/7/2024,8:43,8100700,9494-9225,4 өрөө,"УБ — Хан-Уул, Нархан хотхон","
📍ХУД 15-р хороо, Нархан хотхонд 133 мкв цэвэрхэн 4 өрөө дүплекс загварын орон сууц худалдана ,
*мкв-3,150,000₮ нийт үнэ : / 419сая₮ /
*Доод давхартаа зочны өрөө, гал тогоо , унтлагын өрөө , ариун цэврийн өрөө
*Дээд давхартаа 2 унтлагын өрөө , ариун цэврийн өрөө
*Зүүн ба баруун харсан цонхтой
*Авто машины зогсоол
*Дулаан зогсоолтой
Улсын сургууль, цэцэрлэг, нийтийн тээвэр ,бүх төрлийн худалдаа үйлчилгээнд ойр",https://www.unegui.mn/adv/8100700_narkhan-khotkhond-133mkv-4oroo-dupleks/,Паркет,1 тагттай,2010,Байхгүй,Вакум,6,Төмөр,133.0 м²,5,Лизинггүй,5,Ашиглалтад орсон,12.0,53.0,,,Корпорейт,,,,,,Хан-Уул,Нархан хотхон,,419.0,133.0,3.1503759398496243
465,Орос 3р сургуулийн хойно premium residence хотхонд 210 мкв penthouse 4 өрөө т,1.36 Тэрбум ₮,3/7/2024,8:42,8101030,9909-3311,4 өрөө,"УБ — Сүхбаатар, Сүхбаатар, Хороо 5","
⛩️ Орос 3-р сургуулийн хойно #Premium_Residence хотхонд 210 мкв Penthouse 4 өрөө тохилог байр худалдана.

💸мкв-6,500,000₮
💰Нийт: 1,365,000,000₮
👉🏻Гэрчилгээ бэлэн
👉🏻Бэлэн болон банкны зээлээр /Үнийн дүнгийн 30%д бартер сонсоно. Хурдан зарагдах шинэ шинэвтэр орон сууц. Автомашин байж болно/

🅿️ 2 дулаан зогсоолтой. /Тус бүр худалдах үнэ: 60 сая/
- Зүүн болон баруун, хойшоо харууцтай.
- Харагдац маш гоё",https://www.unegui.mn/adv/8101030_oros-3r-surguuliin-khoino-premium-residence-khotkhond-210-mkv-penthouse-4-oroo-t/,Паркет,1 тагттай,2021,Байгаа,Вакум,12,Бүргэд,210.0 м²,8,Лизинггүй,4,Ашиглалтад орсон,12.0,54.0,,,Талбай,,,,,,Сүхбаатар,Хороо 5,5,1360.0,210.0,6.476190476190476
466,Сансар гарден хотхонд 2 өрөө байр,330 сая ₮,3/7/2024,8:42,8099652,9582-0880,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
Сансар Гарден хотхонд 2 өрөө байр зарна


- 55,04мк 23/11давхарт
- Урагшаа болон зүүн харсан
- Нүүж орход бэлэн
- мк: 6 сая Нийт: 330сая",https://www.unegui.mn/adv/8099652_sansar-garden-khotkhond-2-oroo-bair/,Паркет,1 тагттай,2024,Байхгүй,Вакум,23,Төмөр,55.04 м²,11,Лизинггүй,3,Ашиглалтад орсон,12.0,55.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,330.0,55.04,5.995639534883721
467,King tower хотхонд 4 өрөө,"787.15 сая ₮
үнэ тохирно",3/7/2024,8:42,8098516,9582-0880,4 өрөө,"УБ — Хан-Уул, King Tower","
King tower хотхонд зочны өрөө 6 метр өндөр цонхтой, void-той 4 өрөө байр худалдана.
▪︎4 өрөө || 173м2
▪︎1 зочны өрөө гал тогоо тусдаа
▪︎1 мастер унтлагын өрөө
▪︎ 2 унтлагын өрөөтэй
▪︎ 3 ариун цэврийн өрөө
▪︎ Төлбөрийн нөхцөл: Бэлэн болон Банкаар
Үүдний , хувцасны өрөөний шкаф үлдэнэ
- в1 давхартаа 1 машины зогсоолтой тусад нь худалдана",https://www.unegui.mn/adv/8098516_king-tower-khotkhond-zochny-oroo-6-metr-ondor-tsonkhtoi-void-toi-4-oroo/,Паркет,Тагтгүй,2022,Байхгүй,Вакум,18,Бүргэд,173.0 м²,6,Лизинггүй,5,Ашиглалтад орсон,12.0,56.0,,,Маршал,,,,,,Хан-Уул,King Tower,,787.15,173.0,4.55
468,3-р хороолол өргөө кино театрын баруун талд 3 өрөө гаражтай байр,"180 сая ₮
үнэ тохирно",3/7/2024,8:42,7626465,9989-1786,3 өрөө,"УБ — Баянгол, 3, 4 хороолол","
Өргөө кино театрын баруун талд угсармал 9 давхар байр,
✅Гадна тал хөөсөнцөрөөр дулаалга хийгдсэн өвөлдөө маш дулаахан. ✅Өргөө кино театрын буудал,
13-р сургууль, 76,77-р
цэцэрлэгтэй маш ойрхон
✅Гал Тогоо тусдаа, урагшаа 1, хойшоо харсан 3 цонхтой
✅Ашиглалтанд орсоноос хойш эзэмшигч солигдоогүй
✅ Засвар хийх шаардлагатай
✅76,77-р цэрлэгийн дунд байрлах
тоосгон граж үнэгүй дагалдуулна.",https://www.unegui.mn/adv/7626465_3-r-khoroolol-orgoo-kino-teataryn-baruun-tald-3-oroo-bair/,Мод,2 тагттай,1980,Байгаа,Мод,9,Бүргэд,72.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,12.0,57.0,,,"3, 4 хороолол",,,,,,Баянгол,"3, 4 хороолол",,180.0,72.0,2.5
469,Active garden 4 өрөө байр 92м2,360 сая ₮,3/7/2024,8:41,8054569,8044-9797,4 өрөө,"УБ — Хан-Уул, Нисэх","
ACTIVE GARDEN ХОТХОНД НҮҮЖ ОРХОД БЭЛЭН 92,82МКВ 4 ӨРӨӨ ХУДАЛДАНА
Худалдах үнэ: 360сая / бартер сонсоно /
16 /11 давхарт,
Баруун болон хойшоо харсан цонхтой
Дулаан зогсоолтой 35сая
Бүрэн цутгамал
Улсын 118 сургууль болон улсын 209 цэцэрлэгтэй ойр
Хотхон дотроо дэлхийд хүлээн зөвшөөрөгдсөн Кембрижийн хөтөлбөртэй улсын дунд сургууль баригдаж байгаа
90%-н ногоон байгууламж бүхий Олон Улсын Соёл цэцэрлэгт хүрээлэн болох IC PARK замын эсрэг талд нь баригдаж байгаа
Хажууд нь EMART сүлжээний хамгийн том салбар 2025 онд ашиглалтанд орно
Нас насны хүүхдэд тохирсон тоглоомын талбай
Байршил: Нисэхийн тойргийн хойно буюу ХУД-ийн 8-р хороонд байрлалтай",https://www.unegui.mn/adv/8054569_active-garden-4-oroo/,Паркет,1 тагттай,2023,Байгаа,Вакум,16,Бүргэд,92.82 м²,11,Хувь лизингтэй,5,Ашиглалтад орсон,12.0,58.0,,,Нисэх,,,,,,Хан-Уул,Нисэх,,360.0,92.82,3.8784744667097613
470,"Худ, хурд рапид хороололд 103.9 мкв 3 өрөө орон сууц",369 сая ₮,3/7/2024,8:40,8098376,9090-0111,3 өрөө,"УБ — Хан-Уул, Хурд","
ХУД, 15-р хороо, Хурд Рапид хороололд 103.9 мкв 3 өрөө орон сууц худалдана.
Үнэ: м² - 3,600,000₮
Нийт үнэ: 369 сая

✅️Давхар : ️12/8
✅️Цонх: Баруун болон зүүн харсан агаар сэлгэлт сайн, өглөөний нар үзнэ, харагдац сайтай
✅️Цэвэрхэн тохилог, давхартаа 2 айлтай, CӨХ-ийн үйл ажиллагаа сайн

Төлбөрийн нөхцөл: Бэлэн болон банкаар

Эргэн тойронд:
130-р сургууль, 128-р цэцэрлэг, “Бяцхан найзууд” цэцэрлэг, И-март, Наадам центр, Стадион, Махатма Гандийн гудамж, Оргил худадааны төв,",https://www.unegui.mn/adv/8098376_khud-15-r-khoroo-khurd-rapid-khoroolold-103-9-mkv-3-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Төмөр,103.9 м²,8,Лизинггүй,4,Ашиглалтад орсон,12.0,59.0,,,Цэнгэлдэх,,,,,,Хан-Уул,Хурд,,369.0,103.9,3.551491819056785
471,Polaris apartment 3-өрөө jukow поларис жуков 3-өрөө,"2.9 сая ₮
үнэ тохирно",3/7/2024,8:40,7567904,8004-5088,3 өрөө,"УБ — Баянзүрх, 15-р хороолол","
Бүрэн Цутгамал 2019 онд ашиглалтанд орсон
16/14н давхарт Бүх цонх наран талруугаа харсан
Маш дулаахан
Улсын сургууль цэцэрлэг ойрхон
Хороо БЗД эмнэлэг 1км д байдаг
Гал тогооны тавилга дагалдана.
М2 - 2.9 сая",https://www.unegui.mn/adv/7567904_zhukov-polaris-apartment-ikh-zasag-ikh-surguulyn-zamyn-esreg-tald-3-oroo-zarna/,Паркет,2 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,76.0 м²,14,Лизинггүй,4,Ашиглалтад орсон,12.0,60.0,,,"Жуков, Офицер, Сансар",,,,,,Баянзүрх,15-р хороолол,,2.9,76.0,0.038157894736842106
472,Morning singapore хотхонд 1 өрөө байр,105 сая ₮,3/7/2024,8:40,8100466,9923-6999,1 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 14","
🌿 #Morning #Singapore хотхонд 29.68мкв 1 өрөө байр худалдана.
4 давхарт
💰 - 105.000.000",https://www.unegui.mn/adv/8100466_morning-singapore-khotkhond-1-oroo-bair-khudaldana/,Паркет,Тагтгүй,2021,Байхгүй,Вакум,16,Бүргэд,29.68 м²,4,Лизинггүй,1,Ашиглалтад орсон,1.0,13.0,,,Өгөөмөр,,,,,,Баянзүрх,Хороо 14,14,105.0,29.68,3.5377358490566038
473,Ncd vega city 3 өрөө,720 сая ₮,3/7/2024,8:39,8100901,9906-3642,3 өрөө,"УБ — Хан-Уул, Хүннү","
🍀NCD Vega city хотхонд нүүж ороход бэлэн цоо шинэ 3 өрөө худалдана
✔️Мкв үнэ 6.950
✔️Нийт үнэ 720сая
✔️Урагшаа харсан 3 цонх тагттай
✔️Зүүн харсан 1 цонхтой",https://www.unegui.mn/adv/8100901_ncd-vega-city-nuuzh-orokhod-belen-3-oroo-khudaldana/,Паркет,1 тагттай,2024,Байгаа,Вакум,16,Бүргэд,104.0 м²,16,Банкны лизингтэй,4,Ашиглалтад орсон,13.0,1.0,,,Хүннү,,,,,,Хан-Уул,Хүннү,,720.0,104.0,6.923076923076923
